uniprot_accession,organism_type,gh_family,sequence_length,molecular_weight,aromaticity,instability_index,isoelectric_point,gravy,helix_fraction,turn_fraction,sheet_fraction,aa_fraction_A,aa_fraction_C,aa_fraction_D,aa_fraction_E,aa_fraction_F,aa_fraction_G,aa_fraction_H,aa_fraction_I,aa_fraction_K,aa_fraction_L,aa_fraction_M,aa_fraction_N,aa_fraction_P,aa_fraction_Q,aa_fraction_R,aa_fraction_S,aa_fraction_T,aa_fraction_V,aa_fraction_W,aa_fraction_Y
A0A0K0GFY3,bacterial,GH10,271,30616.145599999996,0.1033210332103321,35.859778597785976,5.734906578063964,-0.4523985239852399,0.28413284132841327,0.28413284132841327,0.33948339483394835,0.11070110701107011,0.007380073800738007,0.07380073800738007,0.04059040590405904,0.033210332103321034,0.07011070110701106,0.02952029520295203,0.04059040590405904,0.02214022140221402,0.08118081180811808,0.02952029520295203,0.03690036900369004,0.07011070110701106,0.06642066420664207,0.07011070110701106,0.033210332103321034,0.05904059040590406,0.055350553505535055,0.03690036900369004,0.033210332103321034
A0A0N0UH88,bacterial,GH10,320,35124.088299999996,0.11875,21.362812499999986,8.905936622619631,-0.22593749999999999,0.2625,0.334375,0.36875,0.103125,0.0,0.040625,0.021875,0.0375,0.090625,0.015625,0.05,0.046875,0.071875,0.01875,0.084375,0.04375,0.065625,0.025,0.075,0.05,0.078125,0.04375,0.0375
A0A0S2I9J6,bacterial,GH10,383,42345.3478,0.0731070496083551,31.33968668407311,8.945778083801272,-0.2966057441253264,0.4151436031331593,0.2558746736292428,0.29503916449086165,0.1566579634464752,0.007832898172323759,0.07571801566579635,0.044386422976501305,0.031331592689295036,0.06266318537859007,0.028720626631853787,0.028720626631853787,0.06788511749347259,0.10443864229765012,0.04177545691906005,0.028720626631853787,0.057441253263707574,0.03655352480417755,0.06527415143603134,0.031331592689295036,0.03655352480417755,0.05221932114882506,0.02610966057441253,0.015665796344647518
A0A1B1Y7A2,bacterial,GH10,584,67432.64549999998,0.11986301369863014,23.585154109589023,9.220929145812985,-0.4864726027397261,0.3253424657534246,0.26712328767123283,0.3921232876712329,0.04280821917808219,0.005136986301369863,0.0547945205479452,0.06335616438356165,0.059931506849315065,0.05136986301369863,0.02054794520547945,0.07876712328767123,0.1232876712328767,0.07534246575342465,0.02054794520547945,0.05821917808219178,0.03424657534246575,0.0410958904109589,0.023972602739726026,0.0684931506849315,0.06164383561643835,0.05650684931506849,0.0136986301369863,0.046232876712328765
A0A286LNP2,bacterial,GH10,495,52008.9694,0.0787878787878788,29.399191919191917,6.491433525085449,-0.20505050505050504,0.26666666666666666,0.34747474747474744,0.3333333333333333,0.12323232323232323,0.00808080808080808,0.05454545454545454,0.022222222222222223,0.022222222222222223,0.10909090909090909,0.026262626262626262,0.03232323232323232,0.03434343434343434,0.06868686868686869,0.01818181818181818,0.052525252525252523,0.020202020202020204,0.050505050505050504,0.03636363636363636,0.1111111111111111,0.07272727272727272,0.08080808080808081,0.026262626262626262,0.030303030303030304
A0A2G1VU06,bacterial,GH10,581,66608.9368,0.1135972461273666,36.27437177280551,6.571405982971191,-0.4452667814113597,0.3407917383820998,0.26850258175559377,0.37349397590361444,0.06712564543889846,0.0,0.055077452667814115,0.07917383820998279,0.060240963855421686,0.060240963855421686,0.024096385542168676,0.058519793459552494,0.08089500860585198,0.09294320137693632,0.020654044750430294,0.055077452667814115,0.0378657487091222,0.0378657487091222,0.04819277108433735,0.060240963855421686,0.04991394148020654,0.058519793459552494,0.013769363166953529,0.039586919104991396
A0A2Z4GG46,bacterial,GH10,409,47192.802899999995,0.1295843520782396,30.212518337408316,5.691822624206543,-0.5440097799511002,0.3300733496332518,0.2665036674816626,0.3740831295843521,0.06601466992665037,0.0024449877750611247,0.06356968215158924,0.08312958435207823,0.0488997555012225,0.07579462102689487,0.017114914425427872,0.061124694376528114,0.09046454767726161,0.07090464547677261,0.019559902200488997,0.0488997555012225,0.029339853300733496,0.04156479217603912,0.039119804400977995,0.0488997555012225,0.0488997555012225,0.06356968215158924,0.03667481662591687,0.044009779951100246
A0A3M0GAA8,bacterial,GH10,740,80432.8973,0.10810810810810811,37.15864864864874,4.857369422912597,-0.40391891891891896,0.25405405405405407,0.34594594594594597,0.35405405405405405,0.10675675675675676,0.008108108108108109,0.06621621621621622,0.04864864864864865,0.0445945945945946,0.08648648648648649,0.014864864864864866,0.03513513513513514,0.031081081081081083,0.051351351351351354,0.016216216216216217,0.05810810810810811,0.062162162162162166,0.02702702702702703,0.0472972972972973,0.07297297297297298,0.0918918918918919,0.06756756756756757,0.02972972972972973,0.033783783783783786
A0A3M0H390,bacterial,GH10,580,66186.32800000001,0.10689655172413794,34.31932758620689,6.714753913879394,-0.4818965517241379,0.3103448275862069,0.27586206896551724,0.3879310344827586,0.05172413793103448,0.0017241379310344827,0.05862068965517241,0.0706896551724138,0.05172413793103448,0.06724137931034482,0.01206896551724138,0.06896551724137931,0.08448275862068966,0.0896551724137931,0.013793103448275862,0.05172413793103448,0.03793103448275862,0.05862068965517241,0.04310344827586207,0.0603448275862069,0.06379310344827586,0.05862068965517241,0.013793103448275862,0.041379310344827586
A0A3P3RDA1,bacterial,GH10,486,54435.5946,0.10082304526748971,40.49958847736626,4.450572776794433,-0.7051440329218107,0.2654320987654321,0.345679012345679,0.3333333333333333,0.06584362139917696,0.0,0.102880658436214,0.08436213991769548,0.043209876543209874,0.09670781893004116,0.026748971193415638,0.03292181069958848,0.03497942386831276,0.059670781893004114,0.0205761316872428,0.047325102880658436,0.03497942386831276,0.03497942386831276,0.053497942386831275,0.06378600823045268,0.06790123456790123,0.0720164609053498,0.03292181069958848,0.024691358024691357
A0A4P7SMK4,bacterial,GH10,633,69207.738,0.09004739336492891,35.55624012638236,5.056533241271972,-0.44913112164297,0.31437598736176936,0.292259083728278,0.325434439178515,0.14375987361769352,0.00315955766192733,0.07109004739336493,0.06635071090047394,0.03317535545023697,0.08214849921011058,0.020537124802527645,0.026856240126382307,0.020537124802527645,0.0679304897314376,0.01579778830963665,0.03949447077409163,0.04897314375987362,0.03317535545023697,0.07898894154818326,0.05055292259083728,0.07266982622432859,0.0679304897314376,0.02527646129541864,0.0315955766192733
A0A4R4KLA3,bacterial,GH10,188,21562.3197,0.12234042553191489,29.5484574468085,9.046671104431152,-0.49521276595744684,0.28191489361702127,0.2712765957446809,0.4148936170212766,0.03723404255319149,0.0,0.047872340425531915,0.05851063829787234,0.05851063829787234,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.0797872340425532,0.0797872340425532,0.026595744680851064,0.047872340425531915,0.047872340425531915,0.047872340425531915,0.0425531914893617,0.0425531914893617,0.10106382978723404,0.06914893617021277,0.03723404255319149,0.026595744680851064
A0A4V8GZQ8,bacterial,GH10,301,35006.1817,0.14950166112956811,34.819003322259135,6.667691230773926,-0.48936877076411966,0.29900332225913623,0.292358803986711,0.3853820598006645,0.059800664451827246,0.006644518272425249,0.05647840531561462,0.06312292358803986,0.04983388704318937,0.053156146179401995,0.023255813953488372,0.07308970099667775,0.08637873754152824,0.06976744186046512,0.019933554817275746,0.06312292358803986,0.036544850498338874,0.03322259136212625,0.029900332225913623,0.08305647840531562,0.04318936877076412,0.04983388704318937,0.03322259136212625,0.0664451827242525
A0A4Y3KKD7,bacterial,GH10,606,66540.31409999999,0.09735973597359736,30.45973597359736,6.18194522857666,-0.48184818481848185,0.29207920792079206,0.30363036303630364,0.33333333333333337,0.1254125412541254,0.0033003300330033004,0.07590759075907591,0.0429042904290429,0.039603960396039604,0.07590759075907591,0.03135313531353135,0.034653465346534656,0.05115511551155116,0.0627062706270627,0.009900990099009901,0.037953795379537955,0.057755775577557754,0.04455445544554455,0.054455445544554455,0.056105610561056105,0.06930693069306931,0.06930693069306931,0.024752475247524754,0.033003300330033
A0A4Y3KT62,bacterial,GH10,633,69698.2887,0.09320695102685625,34.591943127962125,4.762220954895019,-0.3889415481832544,0.3033175355450237,0.2890995260663507,0.34755134281200634,0.12480252764612954,0.00315955766192733,0.07424960505529225,0.07740916271721959,0.03949447077409163,0.08056872037914692,0.020537124802527645,0.02843601895734597,0.01579778830963665,0.07109004739336493,0.014218009478672985,0.03475513428120063,0.04739336492890995,0.02843601895734597,0.07898894154818326,0.052132701421800945,0.07424960505529225,0.08056872037914692,0.026856240126382307,0.026856240126382307
A0A510UYX8,bacterial,GH10,592,65605.3222,0.09966216216216216,28.014189189189185,6.297214698791504,-0.5581081081081082,0.28885135135135137,0.2972972972972973,0.3344594594594595,0.11824324324324324,0.0033783783783783786,0.06925675675675676,0.05067567567567568,0.03885135135135135,0.07094594594594594,0.028716216216216218,0.04054054054054054,0.052364864864864864,0.057432432432432436,0.010135135135135136,0.04222972972972973,0.0625,0.0472972972972973,0.057432432432432436,0.052364864864864864,0.07263513513513513,0.06418918918918919,0.02533783783783784,0.03547297297297297
A0A517QPL6,bacterial,GH10,498,55498.45019999999,0.08634538152610442,38.73493975903614,5.54324550628662,-0.13895582329317271,0.2931726907630522,0.29116465863453816,0.35542168674698793,0.08835341365461848,0.020080321285140562,0.05220883534136546,0.05823293172690763,0.04417670682730924,0.05622489959839357,0.02208835341365462,0.060240963855421686,0.028112449799196786,0.09839357429718876,0.020080321285140562,0.03815261044176707,0.05220883534136546,0.05622489959839357,0.060240963855421686,0.09236947791164658,0.04618473895582329,0.0642570281124498,0.02610441767068273,0.01606425702811245
A0A5B8UJX4,bacterial,GH10,447,51084.4165,0.1185682326621924,29.334272930648766,9.502591514587401,-0.38098434004474274,0.3534675615212528,0.25279642058165547,0.38926174496644295,0.0738255033557047,0.0044742729306487695,0.042505592841163314,0.05592841163310962,0.05592841163310962,0.05592841163310962,0.017897091722595078,0.05145413870246085,0.11185682326621924,0.087248322147651,0.024608501118568233,0.058165548098434,0.04697986577181208,0.042505592841163314,0.026845637583892617,0.049217002237136466,0.06711409395973154,0.06487695749440715,0.03131991051454139,0.03131991051454139
A0A5P9Q724,bacterial,GH10,484,50640.4476,0.08057851239669422,26.554958677685946,6.297442054748536,-0.16404958677685952,0.2644628099173554,0.3512396694214876,0.33884297520661155,0.12603305785123967,0.008264462809917356,0.05578512396694215,0.01859504132231405,0.022727272727272728,0.1115702479338843,0.024793388429752067,0.03305785123966942,0.03305785123966942,0.07024793388429752,0.01652892561983471,0.05371900826446281,0.02066115702479339,0.049586776859504134,0.03305785123966942,0.10950413223140495,0.0743801652892562,0.08057851239669421,0.026859504132231406,0.030991735537190084
A0A6L9LFH3,bacterial,GH10,458,52949.514500000005,0.12663755458515286,29.40334061135371,8.772035789489745,-0.5648471615720524,0.2925764192139738,0.28820960698689957,0.388646288209607,0.05021834061135371,0.0,0.056768558951965066,0.06550218340611354,0.06331877729257641,0.0611353711790393,0.015283842794759825,0.05458515283842795,0.08078602620087336,0.07641921397379912,0.019650655021834062,0.06331877729257641,0.05895196506550218,0.04148471615720524,0.05021834061135371,0.048034934497816595,0.06986899563318777,0.0611353711790393,0.026200873362445413,0.03711790393013101
A0A6M5Z4H3,bacterial,GH10,502,54463.320199999995,0.08366533864541832,38.40139442231076,4.7607431411743155,0.02549800796812747,0.3565737051792829,0.2649402390438247,0.3645418326693227,0.16334661354581673,0.017928286852589643,0.08167330677290836,0.045816733067729085,0.035856573705179286,0.06374501992031872,0.0099601593625498,0.025896414342629483,0.00796812749003984,0.12749003984063745,0.01195219123505976,0.01195219123505976,0.07171314741035857,0.03187250996015936,0.08167330677290836,0.035856573705179286,0.06573705179282868,0.061752988047808766,0.025896414342629483,0.021912350597609563
A0A7C9FC40,bacterial,GH10,458,53202.6002,0.12663755458515283,29.58652838427947,6.785461616516113,-0.5982532751091703,0.2838427947598253,0.2925764192139738,0.39301310043668125,0.05021834061135371,0.0,0.07641921397379912,0.05895196506550218,0.05895196506550218,0.05458515283842795,0.019650655021834062,0.048034934497816595,0.07641921397379912,0.07860262008733625,0.019650655021834062,0.05895196506550218,0.05895196506550218,0.03275109170305677,0.056768558951965066,0.043668122270742356,0.07205240174672489,0.06768558951965066,0.026200873362445413,0.04148471615720524
A0A7K1UHU6,bacterial,GH10,817,87997.1519,0.07711138310893513,48.76401468788274,4.27295093536377,-0.5401468788249694,0.31334149326805383,0.34394124847001223,0.3108935128518972,0.10648714810281518,0.0,0.06854345165238677,0.1003671970624235,0.0208078335373317,0.10403916768665851,0.023255813953488372,0.03182374541003672,0.017135862913096694,0.06976744186046512,0.019583843329253364,0.03549571603427173,0.08200734394124846,0.03549571603427173,0.042839657282741736,0.05385556915544676,0.06854345165238677,0.06364749082007344,0.019583843329253364,0.03671970624235006
A0A829YAI5,bacterial,GH10,628,68001.1818,0.12101910828025478,24.910207006369415,5.135482597351074,-0.23598726114649685,0.2611464968152866,0.32643312101910826,0.3789808917197452,0.11464968152866242,0.0031847133757961785,0.04617834394904458,0.044585987261146494,0.04617834394904458,0.10509554140127389,0.012738853503184714,0.03821656050955414,0.025477707006369428,0.06528662420382166,0.011146496815286623,0.050955414012738856,0.07802547770700637,0.03980891719745223,0.042993630573248405,0.04617834394904458,0.08439490445859872,0.07006369426751592,0.03503184713375796,0.03980891719745223
A0A844G4Z0,bacterial,GH10,445,52121.320999999996,0.1348314606741573,38.99150561797752,5.471059989929199,-0.5507865168539327,0.2943820224719101,0.2853932584269663,0.35730337078651686,0.051685393258426963,0.020224719101123594,0.07191011235955057,0.0853932584269663,0.07191011235955057,0.06292134831460675,0.024719101123595506,0.0449438202247191,0.04719101123595506,0.08764044943820225,0.02247191011235955,0.04269662921348315,0.056179775280898875,0.024719101123595506,0.08089887640449438,0.051685393258426963,0.04269662921348315,0.04719101123595506,0.024719101123595506,0.038202247191011236
A0A844G865,bacterial,GH10,441,51304.2329,0.13605442176870747,46.991201814058954,5.554158592224121,-0.5136054421768708,0.2766439909297052,0.29931972789115646,0.35600907029478457,0.061224489795918366,0.018140589569160998,0.07709750566893424,0.07936507936507936,0.06802721088435375,0.08163265306122448,0.013605442176870748,0.036281179138321996,0.022675736961451247,0.10204081632653061,0.011337868480725623,0.02947845804988662,0.05895691609977324,0.022675736961451247,0.11564625850340136,0.05215419501133787,0.02947845804988662,0.05215419501133787,0.022675736961451247,0.045351473922902494
A0A9E8BVX4,bacterial,GH10,409,46691.4465,0.12224938875305624,29.81833740831296,4.7242525100708,-0.4481662591687042,0.2811735941320293,0.3056234718826406,0.37163814180929094,0.07090464547677261,0.0024449877750611247,0.08557457212713937,0.07090464547677261,0.044009779951100246,0.07579462102689487,0.02689486552567237,0.0488997555012225,0.039119804400977995,0.08068459657701711,0.019559902200488997,0.05134474327628362,0.039119804400977995,0.04156479217603912,0.05134474327628362,0.05378973105134474,0.04156479217603912,0.07823960880195599,0.029339853300733496,0.0488997555012225
A0AAI7ZJ39,bacterial,GH10,381,42168.369,0.10236220472440945,34.38241469816272,7.05783405303955,-0.19002624671916013,0.30183727034120733,0.26246719160104987,0.34908136482939633,0.14173228346456693,0.007874015748031496,0.07611548556430446,0.031496062992125984,0.04461942257217848,0.07086614173228346,0.01837270341207349,0.03674540682414698,0.03674540682414698,0.06824146981627296,0.023622047244094488,0.03674540682414698,0.047244094488188976,0.05774278215223097,0.07086614173228346,0.031496062992125984,0.047244094488188976,0.09448818897637795,0.023622047244094488,0.03412073490813648
A0AAI8EUA5,bacterial,GH10,330,36805.2261,0.10606060606060605,41.25545454545454,5.800896644592284,-0.2887878787878788,0.33030303030303027,0.2606060606060606,0.3424242424242424,0.13636363636363635,0.0030303030303030303,0.05454545454545454,0.051515151515151514,0.03636363636363636,0.07272727272727272,0.030303030303030304,0.03636363636363636,0.02727272727272727,0.08787878787878788,0.02727272727272727,0.03333333333333333,0.06666666666666667,0.06363636363636363,0.05757575757575758,0.03333333333333333,0.051515151515151514,0.06060606060606061,0.03636363636363636,0.03333333333333333
A0ABN3YXS4,bacterial,GH10,588,64932.540799999995,0.11904761904761904,22.210034013605434,5.21272678375244,-0.49591836734693884,0.27040816326530615,0.34523809523809523,0.35034013605442177,0.08503401360544217,0.00510204081632653,0.07653061224489796,0.047619047619047616,0.0391156462585034,0.10034013605442177,0.011904761904761904,0.05952380952380952,0.07142857142857142,0.04591836734693878,0.02040816326530612,0.0663265306122449,0.0391156462585034,0.03231292517006803,0.030612244897959183,0.06292517006802721,0.061224489795918366,0.06462585034013606,0.025510204081632654,0.05442176870748299
A0ABP8IZ51,bacterial,GH10,627,67433.6043,0.09728867623604466,24.49842105263156,5.647147178649903,-0.1791068580542265,0.2631578947368421,0.3237639553429027,0.3875598086124402,0.11004784688995216,0.001594896331738437,0.04146730462519936,0.03189792663476874,0.03668261562998405,0.10526315789473684,0.009569377990430622,0.04146730462519936,0.019138755980861243,0.09250398724082935,0.009569377990430622,0.07655502392344497,0.05263157894736842,0.06220095693779904,0.044657097288676235,0.04784688995215311,0.08452950558213716,0.07177033492822966,0.023923444976076555,0.03668261562998405
A0ABP9F131,bacterial,GH10,540,60535.043999999994,0.11666666666666667,40.3331481481482,4.583746528625488,-0.49962962962962965,0.3277777777777778,0.28888888888888886,0.34259259259259256,0.12407407407407407,0.003703703703703704,0.07592592592592592,0.08333333333333333,0.03888888888888889,0.06666666666666667,0.020370370370370372,0.037037037037037035,0.03333333333333333,0.07407407407407407,0.012962962962962963,0.04814814814814815,0.046296296296296294,0.037037037037037035,0.053703703703703705,0.05185185185185185,0.05555555555555555,0.05925925925925926,0.02962962962962963,0.04814814814814815
A0ABQ2AD92,bacterial,GH10,639,67759.07029999999,0.10485133020344287,23.13348982785601,6.0036413192749025,-0.011737089201877948,0.27856025039123633,0.3145539906103286,0.38810641627543035,0.14084507042253522,0.003129890453834116,0.04381846635367762,0.02190923317683881,0.04538341158059468,0.10485133020344288,0.010954616588419406,0.0406885758998435,0.017214397496087636,0.08607198748043818,0.012519561815336464,0.06572769953051644,0.04381846635367762,0.048513302034428794,0.04225352112676056,0.056338028169014086,0.09076682316118936,0.06572769953051644,0.025039123630672927,0.03442879499217527
A0ABU4GH10,bacterial,GH10,126,13402.4489,0.05555555555555555,20.61507936507936,4.486836051940918,0.3142857142857143,0.3968253968253968,0.25396825396825395,0.35714285714285715,0.11904761904761904,0.007936507936507936,0.06349206349206349,0.07936507936507936,0.023809523809523808,0.09523809523809523,0.007936507936507936,0.05555555555555555,0.047619047619047616,0.06349206349206349,0.0873015873015873,0.015873015873015872,0.023809523809523808,0.007936507936507936,0.031746031746031744,0.05555555555555555,0.06349206349206349,0.11904761904761904,0.0,0.031746031746031744
A0LR95,bacterial,GH10,678,70640.0607,0.07964601769911504,59.80443952802385,5.176292991638182,-0.2622418879056047,0.19911504424778761,0.42920353982300885,0.3274336283185841,0.08997050147492626,0.008849557522123894,0.048672566371681415,0.019174041297935103,0.032448377581120944,0.08702064896755163,0.014749262536873156,0.025073746312684365,0.022123893805309734,0.0471976401179941,0.02064896755162242,0.058997050147492625,0.08849557522123894,0.04129793510324484,0.02654867256637168,0.14601769911504425,0.0855457227138643,0.08997050147492626,0.02359882005899705,0.02359882005899705
A0LRT6,bacterial,GH10,389,42794.4498,0.11053984575835475,26.28331619537274,5.472253608703612,-0.26426735218509,0.2930591259640103,0.2930591259640103,0.35475578406169667,0.13110539845758354,0.005141388174807198,0.07712082262210797,0.028277634961439587,0.038560411311053984,0.08740359897172237,0.043701799485861184,0.04113110539845758,0.033419023136246784,0.07969151670951156,0.02056555269922879,0.04627249357326478,0.056555269922879174,0.056555269922879174,0.033419023136246784,0.02570694087403599,0.05912596401028278,0.06426735218508997,0.030848329048843187,0.04113110539845758
A3DDW7,bacterial,GH10,1077,119663.2064,0.12349117920148561,34.9079387186631,5.269622611999511,-0.3584029712163417,0.26090993500464255,0.32869080779944293,0.3732590529247911,0.08449396471680594,0.012070566388115135,0.057567316620241414,0.04735376044568245,0.0436397400185701,0.07892293407613742,0.013927576601671309,0.0510677808727948,0.04735376044568245,0.06128133704735376,0.02042711234911792,0.08170844939647168,0.04178272980501393,0.036211699164345405,0.036211699164345405,0.06870937790157845,0.06499535747446611,0.07242339832869081,0.015784586815227482,0.06406685236768803
A3DGI0,bacterial,GH10,619,69517.14249999999,0.1098546042003231,32.31218093699514,5.031865119934082,-0.3189014539579968,0.3441033925686591,0.2972536348949919,0.39095315024232635,0.07592891760904685,0.004846526655896607,0.06623586429725363,0.06785137318255251,0.04038772213247173,0.06462035541195477,0.009693053311793215,0.0420032310177706,0.07108239095315025,0.10823909531502424,0.0210016155088853,0.051696284329563816,0.05815831987075929,0.027463651050080775,0.033925686591276254,0.05654281098546042,0.06462035541195477,0.06623586429725363,0.01938610662358643,0.050080775444264945
A3DH97,bacterial,GH10,760,85121.8329,0.09210526315789473,28.2371184210527,5.424452018737792,-0.3928947368421053,0.2881578947368421,0.3105263157894737,0.3815789473684211,0.06842105263157895,0.006578947368421052,0.05921052631578947,0.07368421052631578,0.039473684210526314,0.06842105263157895,0.013157894736842105,0.06973684210526315,0.060526315789473685,0.06842105263157895,0.017105263157894738,0.08026315789473684,0.039473684210526314,0.015789473684210527,0.05263157894736842,0.06315789473684211,0.075,0.07631578947368421,0.021052631578947368,0.031578947368421054
A3DIL1,bacterial,GH10,639,71640.4773,0.11737089201877934,19.076995305164314,4.924382591247558,-0.3205007824726135,0.29733959311424096,0.29733959311424096,0.3943661971830986,0.07198748043818466,0.004694835680751174,0.06259780907668232,0.07668231611893583,0.04225352112676056,0.0892018779342723,0.02034428794992175,0.054773082942097026,0.056338028169014086,0.07668231611893583,0.01564945226917058,0.056338028169014086,0.03286384976525822,0.025039123630672927,0.03755868544600939,0.056338028169014086,0.06416275430359937,0.081377151799687,0.03129890453834116,0.04381846635367762
